model,keypad,row,physical_key,access,prefix_color,function,description,keyboard_printed_page,keyboard_pdf_page,function_printed_pages,function_pdf_pages,manual_pdf
HP-15C,,2,SIN,g,blue,SIN⁻¹,arc sine of x,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,2,COS,none,,COS,cosine of x,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,2,COS,f,gold,(i),show imaginary X-register while key is held,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,2,COS,g,blue,COS⁻¹,arc cosine of x,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,2,TAN,none,,TAN,tangent of x,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,2,TAN,f,gold,I,enter complex numbers; activate Complex mode,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,2,TAN,g,blue,TAN⁻¹,arc tangent of x,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,2,EEX,none,,EEX,enter a power-of-ten exponent,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,2,EEX,f,gold,RESULT,designate the result matrix for operations,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,2,EEX,g,blue,π,place value of pi in X,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,2,4,none,,4,digit 4,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,2,4,f,gold,x≷,exchange X with any named storage register,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,2,4,g,blue,SF,set a designated flag (0–9),272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,2,5,none,,5,digit 5,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,2,5,f,gold,DSE,"decrement counter, skip if ≤ test value",272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,2,5,g,blue,CF,clear a designated flag (0–9),272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,2,6,none,,6,digit 6,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,2,6,f,gold,ISG,"increment counter, skip if > test value",272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,2,6,g,blue,F?,test whether a designated flag is set,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,2,×,none,,×,multiply y by x,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,2,×,f,gold,∫ˣy,numerically integrate labeled f(x) over an interval,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,2,×,g,blue,x=0,conditional test x = 0,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,R/S,none,,R/S,run or stop program execution,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,R/S,f,gold,PSE,pause about one second showing X,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,R/S,g,blue,P/R,toggle Program and Run modes,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,GSB,none,,GSB,call a labeled subroutine,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,GSB,f,gold,CLEAR Σ,clear the statistics registers R2–R7,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,GSB,g,blue,RTN,return from subroutine or halt at line 000,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,R↓,none,,R↓,roll the stack down,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,R↓,f,gold,CLEAR PRGM,clear program memory / reset to line 000,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,R↓,g,blue,R↑,roll the stack up,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,x≷y,none,,x≷y,exchange X and Y registers,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,x≷y,f,gold,CLEAR REG,clear all data storage registers to zero,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,x≷y,g,blue,RND,round X's mantissa to the display format,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,←,none,,←,"backspace last digit, or clear X",272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,←,f,gold,CLEAR PREFIX,cancel a prefix; show full 10-digit mantissa,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,←,g,blue,CLx,clear the X-register to zero,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,ENTER,none,,ENTER,copy X into Y and separate number entries,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,ENTER,f,gold,RAN#,pseudo-random number from a stored seed,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,ENTER,g,blue,LSTx,recall the number before the last operation,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,1,none,,1,digit 1,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,1,f,gold,→R,"polar (r, θ) to rectangular (x, y)",272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,1,g,blue,→P,"rectangular (x, y) to polar (r, θ)",272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,2,none,,2,digit 2,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,2,f,gold,→H.MS,decimal hours to hours-minutes-seconds,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,2,g,blue,→H,hours-minutes-seconds to decimal hours,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,3,none,,3,digit 3,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,3,f,gold,→RAD,degrees to radians,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,3,g,blue,→DEG,radians to degrees,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,−,none,,−,subtract x from y,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,−,f,gold,Re≷Im,exchange real and imaginary X-registers; activate Complex mode,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,3,−,g,blue,TEST,conditional tests 0–9 against 0 or Y,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,4,ON,none,,ON,turn display on/off; reset Continuous Memory,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,4,f,none,,f,select gold function above a key,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,4,g,none,,g,select blue function below a key,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,4,STO,none,,STO,store X into a register; also register arithmetic,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,4,STO,f,gold,FRAC,keep only the fractional part of x,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,4,STO,g,blue,INT,keep only the integer part of x,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,4,RCL,none,,RCL,recall a register into X; also register arithmetic,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,4,RCL,f,gold,USER,swap primary and gold A–E functions,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,4,RCL,g,blue,MEM,show memory allocation (data pool and program),272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,4,[ENTER↑],none,,[ENTER↑],,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,4,0,none,,0,digit 0,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,4,0,f,gold,x!,"factorial of x, or Gamma of (1+x)",272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,4,0,g,blue,x̄,mean of accumulated x and y values,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,4,.,none,,.,decimal point,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,4,.,f,gold,"ŷ,r",linear estimate of y and correlation coefficient,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,4,.,g,blue,s,sample standard deviations of x and y,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,4,Σ+,none,,Σ+,"accumulate an x,y data pair into registers R2–R7",272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,4,Σ+,f,gold,L.R.,linear regression intercept and slope,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,4,Σ+,g,blue,Σ−,"remove an x,y data pair to correct accumulations",272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,4,+,none,,+,add y and x,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,4,+,f,gold,"Py,x",transform matrix complex form to partitioned form,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-15C,,4,+,g,blue,"Cy,x",transform matrix partitioned form to complex form,272–280,299,272–278; 278–280,,hp/manuals/HP-15C.pdf
HP-16C,,1,A,none,,A,,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,1,A,f,gold,SL,shift X left one bit (bit out to carry),120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,1,A,g,blue,LJ,"left-justify the word, bit count returned in X",120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,1,B,none,,B,,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,1,B,f,gold,SR,shift X right one bit (bit out to carry),120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,1,B,g,blue,ASR,"arithmetic shift right, replicating the sign bit",120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,1,C,none,,C,,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,1,C,f,gold,RL,rotate X left one bit,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,1,C,g,blue,RLC,rotate X left through the carry,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,1,D,none,,D,,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,1,D,f,gold,RR,rotate X right one bit,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,1,D,g,blue,RRC,rotate X right through the carry,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,1,E,none,,E,,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,1,E,f,gold,RLn,rotate X left n bits,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,1,E,g,blue,RLCn,rotate X left n bits through the carry,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,1,F,none,,F,select gold function above a key,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,1,F,f,gold,RRn,rotate X right n bits,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,1,F,g,blue,RRCn,rotate X right n bits through the carry,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,1,7,none,,7,digit 7,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,1,7,f,gold,MASKL,create a left-justified mask of set bits,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,1,7,g,blue,#B,count the number of set bits in X,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,1,8,none,,8,digit 8,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,1,8,f,gold,MASKR,create a right-justified mask of set bits,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,1,8,g,blue,ABS,absolute value of x,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,1,9,none,,9,digit 9,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,1,9,f,gold,RMD,"remainder, \",120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,1,9,g,blue,DBLR,double-word remainder,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,1,÷,none,,÷,divide y by x,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,1,÷,f,gold,XOR,bitwise exclusive-OR of X and Y,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,1,÷,g,blue,DBL÷,double-word divide of a double-word dividend,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,GSB,none,,GSB,call a labeled subroutine,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,GSB,f,gold,x≷(i),exchange X with the register R_I points to,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,GSB,g,blue,RTN,return from subroutine or halt at line 000,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,GTO,none,,GTO,branch program execution to a label,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,GTO,f,gold,x≷I,exchange X with the index register R_I,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,GTO,g,blue,LBL,mark the start of a program (labels 0–F),120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,HEX,none,,HEX,set hexadecimal number base,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,HEX,f,gold,SHOW,,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,HEX,g,blue,DSZ,"decrement R_I, skip next line if zero",120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,DEC,none,,DEC,set decimal (integer) number base,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,DEC,f,gold,SHOW,,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,DEC,g,blue,ISZ,"increment R_I, skip next line if zero",120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,OCT,none,,OCT,set octal number base,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,OCT,f,gold,SHOW,,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,OCT,g,blue,√x,square root of x,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,BIN,none,,BIN,set binary number base,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,BIN,f,gold,SHOW,,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,BIN,g,blue,1/x,reciprocal (Floating-Point mode only),120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,4,none,,4,digit 4,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,4,f,gold,SB,set the specified bit to 1,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,4,g,blue,SF,set a designated flag (0–5),120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,5,none,,5,digit 5,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,5,f,gold,CB,clear the specified bit to 0,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,5,g,blue,CF,clear a designated flag (0–5),120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,6,none,,6,digit 6,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,6,f,gold,B?,test whether the specified bit is set,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,6,g,blue,F?,test whether a designated flag is set,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,×,none,,×,multiply y by x,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,×,f,gold,AND,bitwise AND of X and Y,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,2,×,g,blue,DBL×,"double-word multiply, product in X and Y",120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,R/S,none,,R/S,run or stop program execution,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,R/S,f,gold,(i),indirect operations addressing register R_I points to,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,R/S,g,blue,P/R,toggle Program and Run modes,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,SST,none,,SST,single-step forward through program lines,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,SST,f,gold,I,index register R_I for indirect use and loop control,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,SST,g,blue,BST,back-step through program lines,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,R↓,none,,R↓,roll the stack down,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,R↓,f,gold,CLEAR PRGM,clear program memory / reset to line 000,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,R↓,g,blue,R↑,roll the stack up,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,x≷y,none,,x≷y,exchange X and Y registers,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,x≷y,f,gold,CLEAR REG,clear all data storage registers,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,x≷y,g,blue,PSE,pause briefly showing X during a program,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,BSP,none,,BSP,"backspace last digit, or clear X",120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,BSP,f,gold,CLEAR PREFIX,cancel a prefix; briefly show full mantissa,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,BSP,g,blue,CLx,clear the X-register to zero,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,ENTER,none,,ENTER,copy X into Y and separate number entries,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,ENTER,f,gold,WINDOW,display an 8-digit segment of X (0–7),120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,ENTER,g,blue,LSTx,recall the number before the last operation,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,1,none,,1,digit 1,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,1,f,gold,1'S,,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,1,g,blue,x≤y,conditional test x ≤ y,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,2,none,,2,digit 2,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,2,f,gold,2'S,,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,2,g,blue,x<0,conditional test x < 0,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,3,none,,3,digit 3,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,3,f,gold,UNSGN,,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,3,g,blue,x>y,conditional test x > y,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,−,none,,−,subtract x from y,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,−,f,gold,NOT,bitwise complement of X,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,3,−,g,blue,x>0,conditional test x > 0,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,4,ON,none,,ON,turn display on/off; reset Continuous Memory,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,4,f,none,,f,select gold function above a key,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,4,g,none,,g,select blue function below a key,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,4,STO,none,,STO,"store X into a register (0–F, I, or (i))",120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,4,STO,f,gold,WSIZE,set the operating word size in bits (1–64),120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,4,STO,g,blue,<,scroll the display one digit left,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,4,RCL,none,,RCL,"recall a register into X (0–F, I, or (i))",120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,4,RCL,f,gold,FLOAT,switch to Floating-Point Decimal mode,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,4,RCL,g,blue,>,scroll the display one digit right,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,4,[ENTER↑],none,,[ENTER↑],,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,4,0,none,,0,digit 0,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,4,0,f,gold,MEM,show free program lines and available registers,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,4,0,g,blue,x≠y,conditional test x ≠ y,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,4,.,none,,.,decimal point (Floating-Point mode only),120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,4,.,f,gold,STATUS,"briefly show complement mode, word size, flags",120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,4,.,g,blue,x≠0,conditional test x ≠ 0,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,4,CHS,none,,CHS,change sign / return the complement of x,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,4,CHS,f,gold,EEX,enter exponent (Floating-Point mode only),120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,4,CHS,g,blue,x=y,conditional test x = y,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,4,+,none,,+,add y and x,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,4,+,f,gold,OR,bitwise OR of X and Y,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-16C,,4,+,g,blue,x=0,conditional test x = 0,120–124,139,120–124,,hp/manuals/HP-16C.pdf
HP-28C,Left keypad (alpha / menu-selection panel),1,A,none,,A,,24–25,26–27,219–239,221–241,hp/manuals/HP-28C.pdf
HP-28C,Left keypad (alpha / menu-selection panel),1,A,shift,red,ARRAY,,24–25,26–27,219–239,221–241,hp/manuals/HP-28C.pdf
HP-28C,Left keypad (alpha / menu-selection panel),1,B,none,,B,,24–25,26–27,219–239,221–241,hp/manuals/HP-28C.pdf
HP-28C,Left keypad (alpha / menu-selection panel),1,B,shift,red,BINARY,,24–25,26–27,219–239,221–241,hp/manuals/HP-28C.pdf
HP-28C,Left keypad (alpha / menu-selection panel),1,C,none,,C,,24–25,26–27,219–239,221–241,hp/manuals/HP-28C.pdf
HP-28C,Left keypad (alpha / menu-selection panel),1,C,shift,red,CMPLX,,24–25,26–27,219–239,221–241,hp/manuals/HP-28C.pdf
HP-28C,Left keypad (alpha / menu-selection panel),1,D,none,,D,,24–25,26–27,219–239,221–241,hp/manuals/HP-28C.pdf
HP-28C,Left keypad (alpha / menu-selection panel),1,D,shift,red,STRING,,24–25,26–27,219–239,221–241,hp/manuals/HP-28C.pdf
HP-28C,Left keypad (alpha / menu-selection panel),1,E,none,,E,,24–25,26–27,219–239,221–241,hp/manuals/HP-28C.pdf
HP-28C,Left keypad (alpha / menu-selection panel),1,E,shift,red,LIST,,24–25,26–27,219–239,221–241,hp/manuals/HP-28C.pdf
HP-28C,Left keypad (alpha / menu-selection panel),1,F,none,,F,,24–25,26–27,219–239,221–241,hp/manuals/HP-28C.pdf
HP-28C,Left keypad (alpha / menu-selection panel),1,F,shift,red,REAL,,24–25,26–27,219–239,221–241,hp/manuals/HP-28C.pdf
HP-28C,Left keypad (alpha / menu-selection panel),2,G,none,,G,,24–25,26–27,219–239,221–241,hp/manuals/HP-28C.pdf
HP-28C,Left keypad (alpha / menu-selection panel),2,G,shift,red,STACK,,24–25,26–27,219–239,221–241,hp/manuals/HP-28C.pdf
HP-28C,Left keypad (alpha / menu-selection panel),2,H,none,,H,scale plot height,24–25,26–27,219–239,221–241,hp/manuals/HP-28C.pdf
HP-28C,Left keypad (alpha / menu-selection panel),2,H,shift,red,STORE,,24–25,26–27,219–239,221–241,hp/manuals/HP-28C.pdf
HP-28C,Left keypad (alpha / menu-selection panel),2,I,none,,I,,24–25,26–27,219–239,221–241,hp/manuals/HP-28C.pdf
HP-28C,Left keypad (alpha / menu-selection panel),2,J,none,,J,,24–25,26–27,219–239,221–241,hp/manuals/HP-28C.pdf
HP-28C,Left keypad (alpha / menu-selection panel),2,J,shift,red,ALGEBRA,,24–25,26–27,219–239,221–241,hp/manuals/HP-28C.pdf
HP-28C,Left keypad (alpha / menu-selection panel),2,K,none,,K,,24–25,26–27,219–239,221–241,hp/manuals/HP-28C.pdf
HP-28C,Left keypad (alpha / menu-selection panel),2,L,none,,L,,24–25,26–27,219–239,221–241,hp/manuals/HP-28C.pdf
